model_name,gpu_count,impl,prompt_len,avg_latency(ms)
Qwen2.5-72B-Instruct,8,no_ln1,4096,171.67177006679898
Qwen2.5-72B-Instruct,8,no_ln1,8192,342.47588622771826
Qwen2.5-72B-Instruct,8,no_ln1,16384,730.0712491308028
Qwen2.5-72B-Instruct,8,no_ln1,32768,1616.526807313009
Qwen2.5-72B-Instruct,8,no_ln2,1024,48.734959630140416
Qwen2.5-72B-Instruct,8,no_ln2,2048,89.49383836782847
Qwen2.5-72B-Instruct,8,no_ln2,4096,171.36050650539497
Qwen2.5-72B-Instruct,8,no_ln2,8192,342.8912893519737
Qwen2.5-72B-Instruct,8,no_ln2,16384,723.93701216594
Qwen2.5-72B-Instruct,8,no_ln2,32768,1614.183183662438
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,1024,44.89294030936435
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,2048,63.03621469220767
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,4096,113.96857340975355
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,8192,218.40906459450102
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,16384,450.2284643938765
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,32768,981.6585298433589
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,1024,43.40630996351441
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,2048,58.4503113059327
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,4096,105.487872636877
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,8192,203.9820541976951
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,16384,426.15793701649335
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,32768,930.0139929750003
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,1024,42.97568628874918
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,2048,57.177403736083455
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,4096,104.02527856640518
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,8192,201.94848923323056
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,16384,423.42058479165036
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,32768,920.9734060646346
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,1024,44.183655987338476
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,2048,60.35156430055698
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,4096,109.66628876049072
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,8192,212.1793863014318
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,16384,436.2198174969914
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,32768,957.1577085259681
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,1024,43.097539932932705
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,2048,60.81555385220175
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,4096,109.25250739868109
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,8192,212.73576127908504
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,16384,437.86354809611413
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,32768,958.8089181537119
